award_id_piid,current_total_value_of_award,potential_total_value_of_award,recipient_name,recipient_parent_name,recipient_congressional_district,primary_place_of_performance_state_name,award_type,product_or_service_code_description,naics_description,domestic_or_foreign_entity,alaskan_native_owned_corporation_or_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_owned_business,tribally_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,joint_venture_women_owned_small_business,joint_venture_economic_disadvantaged_women_owned_small_bus,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,,financial_year,veteran_owned_business,service_disabled_veteran_owned_business
70CMSD18FR0000018,275032.37,275032.37,"DENTRUST DENTAL INTERNATIONAL, INC.",DENTRUST DENTAL INTERNATIONAL INC.,8,DISTRICT OF COLUMBIA,DELIVERY ORDER,MEDICAL- OTHER,ALL OTHER OUTPATIENT CARE CENTERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00043,283895.6,425843.4,APPLIED FUNDAMENTALS CONSULTING LLC,APPLIED FUNDAMENTALS CONSULTING LLC,11,VIRGINIA,PURCHASE ORDER,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMR16F00015,284228.27,284228.27,SAYRES AND ASSOCIATES CORPORATION,SAYRES AND ASSOCIATES CORP,0,DISTRICT OF COLUMBIA,DELIVERY ORDER,EDUCATION/TRAINING- GENERAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,t
70CTD018FR0000058,286924.8,1327929.6,"KNIGHT POINT SYSTEMS, LLC",KNIGHT POINT SYSTEMS LLC,11,VIRGINIA,DELIVERY ORDER,IT AND TELECOM- HELP DESK,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,t
HSCEMD16P00113,287979.56,287979.56,"BROADCAST MICROWAVE SERVICES, INC.",COHU  INC.,52,VIRGINIA,PURCHASE ORDER,VIDEO RECORDING AND REPRODUCING EQUIPMENT,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
70CMSW18P00000030,293946,293946,"MODULAR CONCEPTS, INC.",MODULAR CONCEPTS INC.,12,ARIZONA,PURCHASE ORDER,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,,2018,f,f
HSCETE16P00028,296505,296505,"GENERAL DYNAMICS MISSION SYSTEMS, INC",GENERAL DYNAMICS CORPORATION,9,DISTRICT OF COLUMBIA,PURCHASE ORDER,TELEPHONE AND TELEGRAPH EQUIPMENT,TELEPHONE APPARATUS MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMS16F00018,306564.76,306564.76,"DELANY, SIEGEL, ZORN & ASSOCIATES, INC.",DELANY SIEGEL ZORN & ASSOCIATES INC.,8,MASSACHUSETTS,BPA CALL,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,INVESTIGATION SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,,2018,f,f
70CMSW18FR0000050,317217.92,632047.22,SERCO SERVICES INC.,SERCO GROUP PLC,11,VIRGINIA,DELIVERY ORDER,EDUCATION/TRAINING- OTHER,EDUCATIONAL SUPPORT SERVICES,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETC16J00016,321776,592280,CAMBRIDGE INTERNATIONAL SYSTEMS INC.,CAMBRIDGE INTERNATIONAL SYSTEMS INC.,8,DISTRICT OF COLUMBIA,DELIVERY ORDER,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,,2018,t,t
70CDCR18FC0000013,325500,325500,"SPECTRUM SECURITY SERVICES, INC.",SPECTRUM SECURITY SERVICES INC.,50,CALIFORNIA,BPA CALL,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS15C00004,332776.08,575296.08,"360 TOTAL CONCEPT CONSULTING, INC.",360 TOTAL CONCEPT CONSULTING INC.,13,DISTRICT OF COLUMBIA,DEFINITIVE CONTRACT,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,t,t,f,f,t,f,f,t,f,f,f,,2018,f,f
HSCEOP06J00372,334080,334080,GOVERNMENT CONTRACT SOLUTIONS INC,GOVERNMENT CONTRACT SOLUTIONS INC,11,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS15C00004,336214.08,578734.08,"TOTAL CONCEPT 360 CONSULTING, LLC",TOTAL CONCEPT 360 CONSULTING  LLC,13,DISTRICT OF COLUMBIA,DEFINITIVE CONTRACT,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,t,f,f,t,f,f,t,f,f,f,,2017,f,f
HSCEDM15P00134,339463.78,785221.18,"BLUELINE TACTICAL AND POLICE SUPPLY, LLC",BLUELINE TACTICAL AND POLICE SUPPLY  LLC,17,NEW YORK,PURCHASE ORDER,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMR14F00033,342576,342576,TRAINING CONNECTION INCORPORATED (6903),TRAINING CONNECTION INC. THE,11,VIRGINIA,DELIVERY ORDER,EDUCATION/TRAINING- OTHER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00101,372676,372676,SIMPLE TECHNOLOGY SOLUTIONS INC.,SIMPLE TECHNOLOGY SOLUTIONS  INC.,0,DISTRICT OF COLUMBIA,PURCHASE ORDER,"HAND TOOLS, NONEDGED, NONPOWERED",HARDWARE STORES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2017,f,f
HSCETC17F00004,381037.44,381037.44,PRIZUM INC,INTEGRITYONE PARTNERS INC.,11,VIRGINIA,DELIVERY ORDER,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,OTHER COMPUTER RELATED SERVICES,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS17J00154,381600,890400,"GOLDEN KEY GROUP, LLC",GOLDEN KEY GROUP LLC,10,VIRGINIA,BPA CALL,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,,2018,t,t
70CDCR18FR0000035,383340,383340,JESUIT REFUGEE SERVICE USA,JESUIT REFUGEE SERVICE USA,0,DISTRICT OF COLUMBIA,DELIVERY ORDER,SOCIAL- CHAPLAIN,RELIGIOUS ORGANIZATIONS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CDCR18FR0000004,383678,383678,"CREATIVE CORRECTIONS, L.L.C.",CREATIVE CORRECTIONS L.L.C.,14,DISTRICT OF COLUMBIA,DELIVERY ORDER,SUPPORT- MANAGEMENT: AUDITING,FACILITIES SUPPORT SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,t
HSCEMD17F00187,396269.25,1056718,ALTEC INDUSTRIES INC,ALTEC  INC.,6,ALABAMA,DELIVERY ORDER,"TRUCKS AND TRUCK TRACTORS, WHEELED",HEAVY DUTY TRUCK MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
70CTD018C00000003,396741,396741,"KALOS, INC.",KALOS INC.,2,DISTRICT OF COLUMBIA,DEFINITIVE CONTRACT,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00113,397554.5,397554.5,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,8,VIRGINIA,PURCHASE ORDER,COMBINATION AND MISCELLANEOUS INSTRUMENTS,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16F00149,398206.01,398206.01,"PAT V. MACK, INC.",MACK PAT V,52,VIRGINIA,BPA CALL,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2018,t,t
HSCETC17P00005,400000,400000,"HUBSTREAM, INC",HUBSTREAM  LLC,9,VIRGINIA,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,SOFTWARE PUBLISHERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCETC17P00007,400000,400000,"CHILD RESCUE COALITION, INC.",CHILD RESCUE COALITION  INC.,22,FLORIDA,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS16F00022,406658.43,813688.66,"SOLUTIONS THROUGH INNOVATIVE TECHNOLOGIES, INC.",SOLUTIONS THROUGH INNOVATIVE TECHNOLOGIES  INC.,10,OHIO,DELIVERY ORDER,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2017,f,f
HSCEMD17C00002,407129.76,1385336.88,"CORPORATE SOURCE, INC., THE",CORPORATE SOURCE INC. THE,4,NEW YORK,DEFINITIVE CONTRACT,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETC14F00004,421721.27,421721.27,INFORELIANCE CORPORATION,ECS FEDERAL LLC,11,VIRGINIA,DELIVERY ORDER,INFORMATION TECHNOLOGY SOFTWARE,CUSTOM COMPUTER PROGRAMMING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00258,423786.3,3389693.6,PARKER TIDE CORP.,PARKER TIDE CORP.,0,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- PROFESSIONAL: OTHER,INVESTIGATION SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,f
HSCEMS12C00008,432772.94,432772.94,"IMAGANN CLEANING SERVICE, INC.",IMAGANN CLEANING SERVICE INC.,4,GEORGIA,DEFINITIVE CONTRACT,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,t,f,f,t,f,f,t,f,f,f,,2018,f,f
HSCEMS14F00083,435896.18,521696.15,"PCS ENTERPRISES, INC.",PCS ENTERPRISES INC.,5,DISTRICT OF COLUMBIA,DELIVERY ORDER,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,,2018,f,f
HSCEMD16F00150,443212.8,443212.8,"SHINE ENTERPRISES, LLC",SHINE ENTERPRISES LLC,5,DISTRICT OF COLUMBIA,BPA CALL,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CUSTOM COMPUTER PROGRAMMING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMR15F00007,449618,449618,DELOITTE CONSULTING LLP,DELOITTE LLP,8,VIRGINIA,DELIVERY ORDER,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCECR15J00003,453946.8,453946.8,MIGRANT CLINICIANS NETWORK INC,MIGRANT CLINICIANS NETWORK INC,25,TEXAS,BPA CALL,MEDICAL- GENERAL HEALTH CARE,VOLUNTARY HEALTH ORGANIZATIONS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00273,454649.15,454649.15,MANTECH M S M SECURITY SERVICE,INNOVISS  INC.,8,MARYLAND,BPA CALL,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCETC15F00021,454729.53,483885.98,"PG PUBLIC SERVICES, LLC",PG PUBLIC SERVICES LLC,0,VIRGINIA,BPA CALL,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,COMPUTER SYSTEMS DESIGN SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSW18P00000015,458671.6,2361395,"KAPSUUN GROUP, LLC",KAPSUUN GROUP LLC,8,GEORGIA,PURCHASE ORDER,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,EDUCATIONAL SUPPORT SERVICES,U.S. OWNED BUSINESS,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,,2018,f,f
HSCETE15F00075,467136,651288,STAMPS.COM INC.,STAMPS.COM INC.,33,DISTRICT OF COLUMBIA,DELIVERY ORDER,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",OFFICE MACHINERY MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM15F00032,471558.06,855558.06,"CRESSTON COMPANY LLC, THE",CRESSTON COMPANY LLC  THE,3,MARYLAND,DELIVERY ORDER,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMD16P00035,497050,497050,"KEYW CORPORATION, THE",THE KEYW HOLDING CORPORATION,2,VIRGINIA,PURCHASE ORDER,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMD13P00072,502174.8,502174.8,"RESURGENS RISK MANAGEMENT, INC.",RESURGENS RISK MANAGEMENT INC.,5,GEORGIA,PURCHASE ORDER,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SECURITY VEHICLE,INSURANCE AGENCIES AND BROKERAGES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2018,f,f
HSCECR13C00003,514201.22,514201.22,"ONE STOP ENVIRONMENTAL, LLC",ONE STOP ENVIRONMENTAL LLC,7,ALABAMA,DEFINITIVE CONTRACT,HOUSEKEEPING- WASTE TREATMENT/STORAGE,HAZARDOUS WASTE COLLECTION,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSW18P00000016,518746.71,518746.71,"ARS ALEUT CONSTRUCTION, LLC",ARS ALEUT CONSTRUCTION LLC,11,PENNSYLVANIA,PURCHASE ORDER,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,U.S. OWNED BUSINESS,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,,2018,f,f
HSCEOP06F01636,519414,519414,BOOZ ALLEN HAMILTON INCORPORATED (3626),BOOZ ALLEN HAMILTON HOLDING CORPORATION,11,DISTRICT OF COLUMBIA,DELIVERY ORDER,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,COMPUTER SYSTEMS DESIGN SERVICES,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS13F00032,530947.28,530947.28,"DEVA & ASSOCIATES, P.C.",DEVA & ASSOCIATES P.C.,8,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- MANAGEMENT: FINANCIAL,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS17C00003,556252.68,3119924.72,"U.S. FEDERAL SOLUTIONS, INC.",U.S. FEDERAL SOLUTIONS INC.,8,DISTRICT OF COLUMBIA,DEFINITIVE CONTRACT,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2018,t,f
HSCEMD17F00220,590686,590686,"FARBER SPECIALTY VEHICLES, INC",FARBER SPECIALTY VEHICLES INC.,12,OHIO,BPA CALL,PASSENGER MOTOR VEHICLES,"MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00211,592351.28,592351.28,INTEGRAL CONSULTING SERVICES INCORPORATED,INTEGRAL CONSULTING SERVICES INCORPORATED,6,VERMONT,DELIVERY ORDER,SUPPORT- PROFESSIONAL: OTHER,ENGINEERING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,t,f,f,f,f,f,,2018,f,f
HSCEMD14F00066,616558.28,907742.28,"KNOWLEDGEBANK, INC.",KNOWLEDGEBANK INC.,10,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,,2018,f,f
HSCEMD17P00104,621366,621366,"LYME COMPUTER SYSTEMS, INC.",LYME COMPUTER SYSTEMS  INC.,2,NEW HAMPSHIRE,PURCHASE ORDER,MISCELLANEOUS OFFICE MACHINES,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMD16F00134,624000,3546000,EMS SAFETY SERVICES INC,EMS SAFETY SERVICES INC,49,DISTRICT OF COLUMBIA,DELIVERY ORDER,EDUCATION/TRAINING- LECTURES,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,f,,2018,f,f
HSCEMS08JCL009,625294.69,625294.69,BEN FITZGERALD REAL ESTATE SERVICES LLC,BEN FITZGERALD REAL ESTATE SERVICES L.L.C.,1,TEXAS,BPA CALL,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,FACILITIES SUPPORT SERVICES,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSD18FR0000065,626264.9,626264.9,SPECIALTY VEHICLE SOLUTIONS LIMITED LIABILITY COMPANY,SPECIALTY VEHICLE SOLUTIONS LLC,12,NEW JERSEY,DELIVERY ORDER,"TRUCKS AND TRUCK TRACTORS, WHEELED","MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD14F00082,657957.75,839218.56,"ECONOMIC SYSTEMS, INC.",ECONOMIC SYSTEMS INC.,11,VIRGINIA,DELIVERY ORDER,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00227,660448.75,660448.75,"ALTEC INDUSTRIES, INC.",ALTEC INC.,6,ALABAMA,DELIVERY ORDER,"TRUCKS AND TRUCK TRACTORS, WHEELED",LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00069,673080,673080,"ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES, INC., THE",THE ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES INC,8,MARYLAND,PURCHASE ORDER,TRAINING AIDS,COMPUTER TRAINING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00272,691974.1,3564833.06,"POTOMACWAVE CONSULTING, INC.",POTOMACWAVE CONSULTING INC.,8,VIRGINIA,DELIVERY ORDER,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,ENGINEERING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,,2018,f,f
70CDCR18FR0000061,699999.93,699999.93,"GLOBAL PRECISION SYSTEMS, LLC",GLOBAL PRECISION SYSTEMS LLC,0,MARYLAND,DELIVERY ORDER,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,U.S. OWNED BUSINESS,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,,2018,f,f
HSCETC14F00043,710067.74,710067.74,INTERNATIONAL BUSINESS MACHINE,INTERNATIONAL BUSINESS MACHINES CORPORATION,8,DISTRICT OF COLUMBIA,DELIVERY ORDER,INFORMATION TECHNOLOGY SOFTWARE,COMPUTER AND SOFTWARE STORES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCESS08C00003,725247.07,725247.07,BISHOP & ASSOCIATES INC,BISHOP & ASSOCIATES INC.,3,VIRGINIA,DEFINITIVE CONTRACT,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2018,f,f
HSCEDM14F00057,726002.65,726002.65,BROMBERG AND ASSOCIATES LIMITED LIABILITY COMPANY,BROMBERG & ASSOCIATES LLC,14,CALIFORNIA,DELIVERY ORDER,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM17J00034,746500,746500,LABORATORY CORPORATION OF AMERICA,LABORATORY CORPORATION OF AMERICA HOLDINGS,6,NORTH CAROLINA,BPA CALL,MEDICAL- LABORATORY TESTING,MEDICAL LABORATORIES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMD16J00030,768611.96,1357909.56,ARDENT MANAGEMENT CONSULTING INCORPORATED,ARDENT MANAGEMENT CONSULTING INC.,11,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,CUSTOM COMPUTER PROGRAMMING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEOP07F01099,775000,775000,DELOITTE & TOUCHE LLP,DELOITTE LLP,8,DISTRICT OF COLUMBIA,DELIVERY ORDER,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00218,800000,800000,"LEIDOS, INC.",SAIC  INC.,11,VIRGINIA,BPA CALL,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCECR08P00008,810334.46,1431432.48,MAVAGI ENTERPRISES INCORPORATED,MAVAGI ENTERPRISES INC,20,TEXAS,PURCHASE ORDER,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,LANDSCAPING SERVICES,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16F00117,817208.33,2397048.33,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,SRA INTERNATIONAL INC.,10,VIRGINIA,DELIVERY ORDER,SUPPORT- ADMINISTRATIVE: OTHER,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
