detloc,state,source,author,title,description,url
"DAKOTNE","Nebraska","Omaha.com","By Brad Dickson / World-Herald columnist","Breaking Brad: World-Herald finalizes plans for Scott Frost keepsake edition","A large photo of Scott Frost appeared on The World Herald’s front page Thursday. For those keeping track, I believe the president and governor appeared on pages 3 and 8, respectively.","http://www.omaha.com/columnists/dickson/breaking-brad-world-herald-finalizes-plans-for-scott-frost-keepsake/article_e639ec24-cbab-11e7-8590-9b461e60e28d.html"
"DELAWPA","Pennsylvania","Philly.com","Angela Couloumbis, Brad Bumsted, Paula Knudsen","Tighter security planned at Harrisburg Capitol after Miccarelli protection order - Philly.com","Philly.com Tighter security planned at Harrisburg Capitol after Miccarelli protection order Philly.com Back in the race: Toilet flushes got this State Rep. candidate kicked off the ballot last year. Mar 9 - 11:55 AM. assault01-a4. Camera icon BLAINE SHAHAN. S…","http://www.philly.com/philly/news/tighter-security-planned-at-harrisburg-capitol-following-miccarelli-protection-order-20180310.html"
"DELAWPA","Pennsylvania","Philly.com","Chris Goldstein","Millennials bear the brunt of Pa. marijuana arrests - Philly","Philadelphia is evolving into a safe haven for cannabis consumers even as arrests increase across Pennsylvania. Newly-elected District Attorney Larry Krasner announced Thursday that he would drop any marijuana possession cases brought to the court by police.","http://www.philly.com/philly/business/cannabis/millennials-bear-the-brunt-of-pa-marijuana-arrests-20180216.html"
"CONWECA","California","Latimes.com","Paige St. John, Abbie VanSickle","California’s local D.A. races become big-dollar battleground in nation’s justice debate","In most district attorney elections, the campaign playbook is clear: Win over the local cops and talk tough on crime. But in California this year, the strategy is being turned on its head. Wealthy donors are spending millions of dollars to back would-be prose…","http://www.latimes.com/local/california/la-me-prosecutor-campaign-20180523-story.html"
"COWJVWA","Washington","Seattletimes.com","The Associated Press","13-year-old boy arrested in fatal shooting of friend in Cowlitz County","Authorities say the boy who was arrested called 911 on the day of the shooting and said he had shot his friend while playing with a gun.","https://www.seattletimes.com/seattle-news/crime/13-year-old-boy-arrested-in-fatal-shooting-of-friend-in-cowlitz-county/"
"COWJVWA","Washington","Seattletimes.com","Seattle Times editorial board","Fund alternatives to keep truants and runaways out of jail","State officials have been working to reduce how often counties jail children for noncriminal offenses, such as running away or skipping school. The work is not over.","https://www.seattletimes.com/opinion/editorials/fund-alternatives-to-keep-truants-and-runaways-out-of-jail/"
"DEAPDMI","Michigan","Lansingstatejournal.com","Lansing (Mich.) State Journal, Matt Mencarini, Lansing (Mich.) State Journal","Inside the investigation and prosecution of Larry Nassar","Before the world knew Larry Nassar's name and his crimes, Andrea Munford and Angela Povilaitis were building their case one voice at a time.","https://www.lansingstatejournal.com/story/news/local/2018/04/05/larry-nassar-inside-prosecution-investigation/472506002?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DEAPDMI","Michigan","Lansingstatejournal.com","Lansing State Journal, Matt Mencarini, Lansing State Journal","Inside the investigation and prosecution of Larry Nassar","Before the world knew Larry Nassar's name and his crimes, Andrea Munford and Angela Povilaitis were building their case one voice at a time.","https://www.lansingstatejournal.com/story/news/local/2018/04/05/larry-nassar-inside-prosecution-investigation/472506002/?utm_source=google&utm_medium=amp&utm_campaign=speakabl"
"DENICDF","Colorado","Denverpost.com","Kieran Nicholson","Immigrants can sue federal detention center in Colorado over forced labor, appeals court says","A lawsuit representing about 62,000 people who were held in an Aurora immigration detention center can proceed the 10th Circuit Court of Appeals ruled.","https://www.denverpost.com/2018/02/09/geo-group-aurora-immigration-detention-center-lawsuit/"
"DENICDF","Colorado","Denverpost.com","Danika Worthington","Denver Sheriff’s Department to consider bringing back in-person visits with working committee next week","The Denver Sheriff's Department is convening a 35-person working committee to explore how to bring in-person inmate visitation back to the city's jails at the request of the independent monitor.","http://www.denverpost.com/2017/11/29/denver-sheriffs-department-in-person-visits-consideration/"
"DENICDF","Colorado","Denverpost.com","Diana DeGette","America must do better for those coming to us in need","We must do this not just for people who come here with hope in their hearts and the tiny hands of the next generation clasped in their own.","https://www.denverpost.com/2018/06/29/america-must-do-better-for-those-coming-to-us-in-need/"
"DENICDF","Colorado","Denverpost.com","Shane Harris, David Weigel, Karoun Demirjian","Democrats intensify fight for immigrant children — and bludgeon Trump and Republicans ahead of midterms","Democrats expanded their campaign Sunday to spotlight the Trump administration's forced separation of migrant children from their families at the U.S. border, trying to compel a change of policy and gain political advantage five months before midterm election…","https://www.denverpost.com/2018/06/18/immigration-child-seperation-midterms-impact/"
"EHDLGTX","Texas","Themonitor.com","MOLLY SMITH | STAFF WRITER","Woman attempts to cross bridge with $20,000 of cocaine","HIDALGO — U.S. Customs and Border Protection officers arrested a U.S. citizen Monday attempting to enter Texas with more than 2 pounds of cocaine concealed on her body.","http://www.themonitor.com/news/local/article_dbd824be-cb0e-11e7-8a69-931a067a36d4.html"
"EHDLGTX","Texas","Themonitor.com","MOLLY SMITH | STAFF WRITER","More sexual abuse charges pending against former bus driver","The Hidalgo County Sheriff’s Office confirmed Tuesday it is investigating additional child sexual abuse cases involving a former charter school bus driver.","http://www.themonitor.com/news/local/article_dfbf8d7e-58b7-11e8-a0c4-2fe3def1c3ec.html"
"EHDLGTX","Texas","Themonitor.com","BERENICE GARCIA | STAFF WRITER Follow @Berenice__G !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'ht","Federal judge again denies bond for indicted doctor","McALLEN — Jorge Zamora-Quezada, the doctor facing federal charges of healthcare fraud, was again held without bond Tuesday, a decision his defense attorney quipped is usually reserved for the likes of drug lords.","http://www.themonitor.com/news/local/article_c2cd857c-63bb-11e8-9490-ff0f9e4b1f98.html"
"EHDLGTX","Texas","Themonitor.com","BY BERENICE GARCIA | STAFF WRITER","Embattled doctor’s son: No-bond left patients in limbo","EDINBURG — Posted on the front door of the Arthritis & Osteoporosis Centers here is a sign asking patients to show their support for Jorge Zamora-Quezada, the rheumatologist who was arrested last month on charges of healthcare fraud.","https://www.themonitor.com/news/local/article_99bcc5ac-704b-11e8-a9a9-175be71ec08d.html"
"ELPHOLD","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Democratic Senate hopeful O’Rourke talks issues and his campaign challenging Ted Cruz","McALLEN — Ten months from the 2018 midterm elections, Democratic Senate hopeful and U.S. Rep. Beto O’Rourke, D-El Paso, has been holding town halls across the state, hoping to hit all 254 Texas counties.","http://www.themonitor.com/news/local/article_b9cdcdfe-f8e2-11e7-9995-6b52df725758.html"
"ELPHOLD","Texas","Themonitor.com","MITCHELL FERMAN | STAFF WRITER Follow @mitchellferman !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","Democratic Senate hopeful stumps across Rio Grande Valley","MISSION — The senate candidate climbed onto the back of a John Deere Gator utility vehicle, crossed his legs and soon saw the start of federal construction he had no idea existed.","http://www.themonitor.com/news/local/article_4417e4a8-f362-11e7-9998-efbeeec75730.html"
"ELPHOLD","Texas","Chron.com","Keri Blakinger","'See y'all on the other side': San Antonio lovers' lane killer executed amid claims of innocence - Chron.com","Chron.com 'See y'all on the other side': San Antonio lovers' lane killer executed amid claims of innocence Chron.com HUNTSVILLE - After three canceled death dates in one year, lovers' lane killer Juan Castillo was executed Wednesday night after years of prote…","https://www.chron.com/news/houston-texas/article/San-Antonio-lovers-lane-killer-scheduled-for-12918627.php"
