award_id_piid	current_total_value_of_award	potential_total_value_of_award	recipient_name	recipient_parent_name	recipient_congressional_district	primary_place_of_performance_state_name	award_type	product_or_service_code_description	naics_description	domestic_or_foreign_entity	alaskan_native_owned_corporation_or_firm	american_indian_owned_business	indian_tribe_federally_recognized	native_hawaiian_owned_business	tribally_owned_business	veteran_owned_business	service_disabled_veteran_owned_business	woman_owned_business	women_owned_small_business	economically_disadvantaged_women_owned_small_business	joint_venture_women_owned_small_business	joint_venture_economic_disadvantaged_women_owned_small_bus	minority_owned_business	subcontinent_asian_asian_indian_american_owned_business	asian_pacific_american_owned_business	black_american_owned_business	hispanic_american_owned_business	native_american_owned_business	other_minority_owned_business	financial_year
HSCEMD17F00279	81252.78	81252.78	NELSON ENTERPRISE TECHNOLOGY SERVICES LLC	NELSON ENTERPRISE TECHNOLOGY SERVICES LLC	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING	COMPUTER FACILITIES MANAGEMENT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	t	t	f	f	f	f	f	t	f	f	t	f	f	f	2017
HSCEMD16P00120	81400	81400	JDL DIGITAL SYSTEMS INC	JDL DIGITAL SYSTEMS INC	1	VIRGINIA	PURCHASE ORDER	VIDEO RECORDING AND REPRODUCING EQUIPMENT	AUDIO AND VIDEO EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	t	f	f	f	f	2017
HSCEMD16P00120	81400	81400	JDL DIGITAL SYSTEMS INC	JDL DIGITAL SYSTEMS INC	1	VIRGINIA	PURCHASE ORDER	VIDEO RECORDING AND REPRODUCING EQUIPMENT	AUDIO AND VIDEO EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	t	f	f	f	f	2016
HSCETE08FIG007	81712.71	81712.71	"VISUAL SYSTEMS GROUP, INC."	VENTUREHOUSE GROUP LLC	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM13F00025	81938	117618	DATA PAGES INCORPORATED	DATA-PAGES INC.	11	ARIZONA	DELIVERY ORDER	MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS	OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMR14P00021	82001.36	104912.96	24/7 DELIVERY SERVICE	24/7 DELIVERY SERVICE	7	TEXAS	PURCHASE ORDER	SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER	COURIERS AND EXPRESS DELIVERY SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	t	f	f	f	2018
70CMSD18FR0000021	82532.42	82532.42	RIMAGE CORPORATION	RIMAGE CORPORATION	3	MINNESOTA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	ELECTRONIC COMPUTER MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00026	82562.55	82562.55	"LC INDUSTRIES, INC."	LC INDUSTRIES INC.	51	PENNSYLVANIA	BPA CALL	"GUNS, THROUGH 30MM"	"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00026	82562.55	82562.55	"LC INDUSTRIES, INC."	LC INDUSTRIES  INC.	51	PENNSYLVANIA	BPA CALL	"GUNS, THROUGH 30MM"	"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00259	82791.68	82791.68	"MYTHICS, INC"	MYTHICS  INC.	2	DISTRICT OF COLUMBIA	BPA CALL	ADP SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE17F00031	82875	82875	CARAHSOFT TECHNOLOGY CORP.	CARAHSOFT TECHNOLOGY CORPORATION	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD16J00038	82882.46	82882.46	"CAREY & COMPANY, LTD."	CAREY & COMPANY LTD.	5	COLORADO	BPA CALL	"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS"	"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE08J00439	82890.08	82890.08	WILDFLOWER INTERNATIONAL LIMITED	WILDFLOWER INTERNATIONAL LTD.	3	DISTRICT OF COLUMBIA	DELIVERY ORDER	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	OTHER COMPUTER RELATED SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	f	t	f	f	2018
70CDCR18FR0000008	82918.08	82918.08	"SAFE RESTRAINTS, INC."	SAFE RESTRAINTS INC	11	ARIZONA	DELIVERY ORDER	INDIVIDUAL EQUIPMENT	ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEDM17P00063	83000	83000	"AMERICAN CORRECTIONAL ASSOCIATION, THE"	AMERICAN CORRECTIONAL ASSOCIATION THE	8	DISTRICT OF COLUMBIA	PURCHASE ORDER	SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A)	"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE15J00349	83243	83243	"MYTHICS, INC"	MYTHICS  INC.	2	DISTRICT OF COLUMBIA	BPA CALL	ADP SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE15J00351	83599.1	83599.1	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMS16J00054	83848.26	83848.26	OLIN CORPORATION	OLIN CORPORATION	12	ILLINOIS	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS15J00135	83856.64	83856.64	ATK SPORTING GROUP LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS15J00135	83856.64	83856.64	ATK SPORTING GROUP LLC	ATK SPORTING GROUP LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEDM17F00095	84000	497825.6	"XL ASSOCIATES, INC."	XL ASSOCIATES  INC.	11	DISTRICT OF COLUMBIA	BPA CALL	SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT	ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17F00059	84333	84333	"EMERGENT, LLC"	EMERGENT  LLC	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	ELECTRONIC COMPUTER MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16P00063	84850	84850	"HUNTER SYSTEMS GROUP, INC."	HUNTER SYSTEMS GROUP  INC.	8	VIRGINIA	PURCHASE ORDER	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00358	84875.71	84875.71	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	6	WASHINGTON	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2016
HSCEMS16F00056	85484	85484	"CORPORATE EXECUTIVE BOARD COMPANY, THE"	GARTNER INC.	8	VIRGINIA	DELIVERY ORDER	IT AND TELECOM- WEB-BASED SUBSCRIPTION	ALL OTHER INFORMATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS16F00056	85484	85484	"CORPORATE EXECUTIVE BOARD COMPANY, THE"	THE CORPORATE EXECUTIVE BOARD COMPANY	8	VIRGINIA	DELIVERY ORDER	IT AND TELECOM- WEB-BASED SUBSCRIPTION	ALL OTHER INFORMATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCECR17F00005	85500	369036	"ZEPHYR AVIATION, LLC"	ZEPHYR AVIATION  LLC	7	FLORIDA	DELIVERY ORDER	TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER	OTHER MANAGEMENT CONSULTING SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD16J00050	86247.75	86247.75	"MOTOROLA SOLUTIONS, INC."	MOTOROLA  INC	3	MINNESOTA	DELIVERY ORDER	COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS	RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMD17J00027	86366.25	86366.25	"MOTOROLA SOLUTIONS, INC."	MOTOROLA INC	3	MARYLAND	DELIVERY ORDER	MISCELLANEOUS COMMUNICATION EQUIPMENT	RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00027	86366.25	86366.25	"MOTOROLA SOLUTIONS, INC."	MOTOROLA  INC	3	MARYLAND	DELIVERY ORDER	MISCELLANEOUS COMMUNICATION EQUIPMENT	RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00056	86391.8	86391.8	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00471	86400	86400	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00019	86431.2	86431.2	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	FLORIDA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD17F00142	86795.94	86795.94	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD17F00144	86795.94	86795.94	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16F00034	87000	87000	LOGICUBE CORPORATION	LOGICUBE  INC	30	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	COMPUTER AND SOFTWARE STORES		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE14J00281	87138.4	87138.4	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	DISTRICT OF COLUMBIA	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE14J00281	87138.4	87138.4	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	DISTRICT OF COLUMBIA	BPA CALL	"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL"	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2014
HSCETE15J00080	87740.1	87740.1	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	VIRGINIA	BPA CALL	"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL"	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMD17J00039	87745	87745	BLUE TECH INC.	BLUE TECH INC.	53	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	t	f	f	t	f	f	f	f	f	t	2018
HSCEMD17J00039	87745	87745	BLUE TECH INC.	BLUE TECH INC.	53	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	t	f	f	t	f	f	f	f	f	t	2017
HSCEMS16J00098	87800	87800	OLIN CORPORATION	OLIN CORPORATION	12	ILLINOIS	DELIVERY ORDER	"GUNS, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
70CMSW18FC0000041	87841.41	87841.41	PRICE MODERN LLC	PRICE MODERN LLC	7	NEW YORK	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17P00128	87890	87890	"CAREY & COMPANY, LTD."	CAREY & COMPANY  LTD.	5	COLORADO	PURCHASE ORDER	SAFETY AND RESCUE EQUIPMENT	"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00460	87926.84	87926.84	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	CALIFORNIA	BPA CALL	ADP INPUT/OUTPUT AND STORAGE DEVICES	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE15J00640	88080.27	88080.27	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	TEXAS	BPA CALL	ADP SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE17J00037	88242	88242	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
70CTD018FR0000118	88344.92	88344.92	"DLT SOLUTIONS, LLC"	DLT MERGERCO LLC	11	ARIZONA	DELIVERY ORDER	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE16J00006	88918.06	88918.06	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	6	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2016
HSCETE17J00528	89536	89536	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17J00032	89605.42	89605.42	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD17F00240	89853.9	89853.9	GOVERNMENT SCIENTIFIC SOURCE INCORPORATED	GOVERNMENT SCIENTIFIC SOURCE INC.	11	VIRGINIA	DELIVERY ORDER	LABORATORY EQUIPMENT AND SUPPLIES	ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING		f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00240	89853.9	89853.9	GOVERNMENT SCIENTIFIC SOURCE INCORPORATED	GOVERNMENT SCIENTIFIC SOURCE  INC.	11	VIRGINIA	DELIVERY ORDER	LABORATORY EQUIPMENT AND SUPPLIES	ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING		f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSD18FR0000092	89970.9	89970.9	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS INC.	7	VIRGINIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2018
HSCETE16J00188	89972.49	89972.49	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00499	90170.39	90170.39	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00499	90170.39	90170.39	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMD17F00047	90252.51	90252.51	"CBT NUGGETS, LLC"	CBT NUGGETS LLC	4	OREGON	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00047	90252.51	90252.51	"CBT NUGGETS, LLC"	CBT NUGGETS  LLC	4	OREGON	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEOP07F01190	90576.18	90576.18	"SIGNATURE TECHNOLOGY SOLUTIONS, INC."	SIGNATURE TECHNOLOGY SOLUTIONS  INC.	14	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	t	f	f	f	2017
HSCEDM15P00152	90625	187500	ELITE SHOOTING SPORTS LLC	ELITE SHOOTING SPORTS LLC	10	VIRGINIA	PURCHASE ORDER	ATHLETIC AND SPORTING EQUIPMENT	ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS17J00042	90919.8	90919.8	OLIN CORPORATION	OLIN CORPORATION	12	GEORGIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00042	90919.8	90919.8	OLIN CORPORATION	OLIN CORPORATION	12	GEORGIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE13J00081	91313	91313	ESCGOV	ESCGOV  INC.	11	VIRGINIA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE13J00081	91313	91313	ESCGOV	ESCGOV  INC.	11	VIRGINIA	BPA CALL	ADP SOFTWARE	OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2014
HSCEMD17J00026	91725	91725	FS PARTNERS LLP	FS PARTNERS LLP	11	COLORADO	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00026	91725	91725	FS PARTNERS LLP	FS PARTNERS LLP	11	COLORADO	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSW18P00000025	91812	91812	GLOBAL TRAVELER LLC	GLOBAL TRAVELER LLC	10	SOUTH CAROLINA	PURCHASE ORDER	EDUCATION/TRAINING- GENERAL	PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	t	f	f	f	2018
HSCEMS17C00005	92088	479087.82	SILAS FRAZIER REALTY LLC	SILAS FRAZIER REALTY LLC	6	GEORGIA	DEFINITIVE CONTRACT	HOUSEKEEPING- CUSTODIAL JANITORIAL	JANITORIAL SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	t	f	f	f	2017
HSCEMS16J00030	92128	92128	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00335	92226.8	92226.8	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE16J00414	92486.5	92486.5	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS15F00069	92867.14	92867.14	CAPGEMINI GOVERNMENT SOLUTIONS LLC	CAP GEMINI	11	DISTRICT OF COLUMBIA	BPA CALL	SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT	ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS15F00069	92867.14	92867.14	CAPGEMINI GOVERNMENT SOLUTIONS LLC	CAP GEMINI	11	DISTRICT OF COLUMBIA	BPA CALL	SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT	ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
