county,link,name,state,lat,long,geocoded-address,found
Rutland,http://www.rutlandherald.com/,Rutland Herald,Vermont,43.6106237,-72.9726065,"Rutland, VT 05701, USA",Match
Saint Albans,http://www-messenger.together.com/,Saint Albans Messenger,Vermont,44.824689,-73.0802269,"281 N Main St, St Albans City, VT 05478, USA",Match
Stowe,http://www.stowereporter.com/,Stowe Reporter,Vermont,44.4645968,-72.6844278,"49 School St, Stowe, VT 05672, USA",Match
Barre,http://www.timesargus.com/,The Times Argus,Vermont,44.1976529,-72.5014224,"47 N Main St, Barre, VT 05641, USA",Match
White River Junction,http://www.vnews.com/,Valley News,Vermont,43.6269276,-72.3203607,"24 Interchange Dr, West Lebanon, NH 03784, USA",Match
Waitsfield,http://www.valleyreporter.com/,The Valley Reporter,Vermont,44.1837796,-72.8378136,"VT-100, Waitsfield, VT 05673, USA",Match
Montpelier,http://www.vtlife.com/,Vermont Life,Vermont,44.2566442,-72.5839702,"1 National Life Dr, Montpelier, VT 05620, USA",Match
Waterbury,http://www.vtsports.com/,Vermont Sports,Vermont,44.336733,-72.755172,"46 S Main St #1, Waterbury, VT 05676, USA",Match
Barre,http://www.vt-world.com/,The World,Vermont,44.2180618,-72.5396239,"403 US-302, Barre, VT 05641, USA",Match
Heber Springs,http://www.thesuntimes.com/,The Sun-Times,Arkansas,35.4923249,-92.032468,"107 N 4th St, Heber Springs, AR 72543, USA",Match
Texarkana,http://texarkanagazette.com/,Texarkana Gazette,Arkansas,33.421806,-94.042786,"101 E Broad St, Texarkana, AR 71854, USA",Match
Forrest City,http://www.thnews.com/,Times-Herald,Arkansas,35.0112059,-90.7845376,"3324, 222 N Izard St, Forrest City, AR 72335, United States",Match
Van Buren,http://www.pressargus.com/,Van Buren Press Argus-Courier,Arkansas,35.4379846,-94.3478788,"100 N 11th St, Van Buren, AR 72956, USA",Match
Cherokee Village,http://www.villageronline.com/,Villager Journal,Arkansas,36.3577484,-91.8115527,"388 US-62, Salem, AR 72576, USA",Match
Hot Springs,http://www.hsvvoice.com/,Village Voice,Arkansas,34.6314292,-93.0584424,"3576 N State Hwy 7, Hot Springs Village, AR 71909, USA",Match
Bella Vista,http://www.recordtimes.com/weeklyvista/,Weekly Vista,Arkansas,36.481464,-94.2732642,"Bella Vista, AR, USA",Partial Match
Barrington,http://www.zwire.com/site/news.cfm?brd=1478,Barrington Times,Rhode Island,41.6718987,-71.2783959,"1 Bradford St, Bristol, RI 02809, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1477,Bristol Phoenix,Rhode Island,41.6718959,-71.278385,"1 Bradford St, Bristol, RI 02809, USA",Match
Providence,http://www.browndailyherald.com/,Brown Daily Herald,Rhode Island,41.8279206,-71.3998668,"195 Angell St, Providence, RI 02906, USA",Match
Wyoming,http://www.zwire.com/site/news.cfm?brd=1717,Chariho Times,Rhode Island,41.441064,-71.49533,"187 Main St, Wakefield, RI 02879, USA",Match
Wakefield,http://www.zwire.com/site/news.cfm?brd=1720,Coventry Courier,Rhode Island,41.700908,-71.523163,"1353 Main St, West Warwick, RI 02893, USA",Partial Match
East Greenwich,http://www.zwire.com/site/news.cfm?brd=1716,East Greenwich Pendulum,Rhode Island,41.441064,-71.49533,"187 Main St, Wakefield, RI 02879, USA",Match
Providence,http://www.fedhillgazette.com/,Federal Hill Gazette,Rhode Island,41.823534,-71.421902,"55 Bradford St # 200, Providence, RI 02903, USA",Match
West Warwick,http://www.zwire.com/site/news.cfm?brd=1718,The Kent County Daily Times,Rhode Island,41.7009011,-71.5231367,"1353 Main St, West Warwick, RI 02893, USA",Match
Wakefield,http://www.zwire.com/site/news.cfm?brd=1714,The Narragansett Times,Rhode Island,41.441064,-71.49533,"187 Main St, Wakefield, RI 02879, USA",Match
Newport,http://www.newportdailynews.com/,Newport Daily News,Rhode Island,41.5075852,-71.3097546,"101 Malbone Rd, Newport, RI 02840, USA",Match
Newport,http://www.newportthisweek.com/,Newport This Week,Rhode Island,41.4923275,-71.3115297,"86 Broadway, Newport, RI 02840, USA",Match
Culpeper,http://www.culpepernews.com/,Culpeper News,Virginia,38.480671,-77.986751,"122 W Spencer St, Culpeper, VA 22701, USA",Match
Culpeper,http://www.starexponent.com/,Culpeper Star-Exponent,Virginia,38.480671,-77.986751,"122 W Spencer St, Culpeper, VA 22701, USA",Match
Prince William,http://jrnl.com/cfdocs/new/pw/,The Daily Journal,Virginia,38.7838939,-77.6077865,"Prince William County, VA, USA",Partial Match
Staunton,http://www.newsleader.com/,The Daily News Leader,Virginia,38.1500617,-79.0731779,"11 N Central Ave, Staunton, VA 24401, USA",Match
Harrisonburg,http://www.dnronline.com/,Daily News Record,Virginia,38.4463568,-78.8720829,"231 S Liberty St, Harrisonburg, VA 22803, USA",Match
Newport News,http://www.dailypress.com/,Daily Press,Virginia,37.0863457,-76.4736051,"703 Mariners Row, Newport News, VA 23606, USA",Match
Charlottesville,http://www.dailyprogress.com/,The Daily Progress,Virginia,38.0841987,-78.477076,"685 Rio Rd W, Charlottesville, VA 22901, USA",Match
Danville,http://www.registerbee.com/,Danville Register & Bee News,Virginia,36.5811665,-79.3855375,"700 Monument St, Danville, VA 24541, USA",Match
Stuart,http://www.theenterprise.net/,The Enterprise,Virginia,27.1788361,-80.2369791,"1991 SE Federal Hwy, Stuart, FL 34994, USA",Match
Alexandria,http://cold.jrnl.com/cfdocs/new/ffx/,Fairfax Journal,Virginia,38.9628427,-77.3549424,"1760 Reston Pkwy # 411, Reston, VA 20190, USA",Match
Falls Church,http://www.fcnp.com/,Falls Church News-Press,Virginia,38.884872,-77.172151,"200 Little Falls St #508, Falls Church, VA 22046, USA",Match
Warrenton,http://www.citizenet.com/,Fauquier Citizen,Virginia,38.712599,-77.795649,"41 Culpeper St, Warrenton, VA 20186, USA",Match
Phoenix,http://www.phoenixnewtimes.com/,New Times,Arizona,33.4468662,-112.0560244,"1201 E Jefferson St, Phoenix, AZ 85034, USA",Match
Nogales,http://www.nogalesinternational.com/,Nogales International,Arizona,31.366047,-110.9350694,"268 W View Point Dr, Nogales, AZ 85621, USA",Match
Blythe,http://www.paloverdevalleytimes.com/,Palo Verde Valley Online,Arizona,33.6100457,-114.6010984,"402 W Hobsonway, Blythe, CA 92225, USA",Match
Payson,http://www.paysonroundup.com/,Payson Roundup,Arizona,34.2308684,-111.3251355,"Payson, AZ 85541, USA",Match
Prescott,http://www.prescottaz.com/,The Prescott Valley Tribune,Arizona,34.5847251,-112.3201555,"E., 8307 AZ-69, Prescott Valley, AZ 86314, United States",Match
Quartzsite,http://www.blythecanews.com/,Quartzsite Times,Arizona,33.6671597,-114.215463,"90 E Main, Quartzsite, AZ 85346, USA",Match
Benson,http://www.bensonnews-sun.com/,San Pedro Valley News-Sun,Arizona,31.9689536,-110.3073839,"200 S Ocotillo Ave, Benson, AZ 85602, USA",Match
Sedona,http://www.redrocknews.com/,Sedona Red Rock News,Arizona,34.8703149,-111.7617471,"298 Van Deren St, Sedona, AZ 86336, USA",Match
Sierra Vista,http://www.svherald.com/,Sierra Vista Herald,Arizona,31.5530775,-110.3028192,"102 S Fab Ave, Sierra Vista, AZ 85635, USA",Match
Cave Creek,http://www.sonorannews.com/,Sonoran News ,Arizona,33.8337533,-111.9378512,"6702 E Cave Creek Rd #3, Cave Creek, AZ 85331, USA",Match
ASU,http://www.statepress.com/,State Press,Arizona,33.4201404,-111.9354835,"950 Cady Mall, Tempe, AZ 85281, USA",Match
Fountain Hills,http://www.fhtimes.com/,The Times of Fountain Hills,Arizona,33.5736645,-111.7241854,"16508 E Laser Dr #101, Fountain Hills, AZ 85268, USA",Match
Lake Havasu City,http://www.havasunews.com/,Today's News Herald,Arizona,34.4973479,-114.3342063,"2225 W Acoma Blvd, Lake Havasu City, AZ 86403, USA",Partial Match
Arizona City,http://www.trivalleycentral.com/,Tri Valley Central,Arizona,33.4122037,-110.8137318,"5562 McKinney Ave, Globe, AZ 85501, USA",Match
Tucson,http://www.tucsoncitizen.com/,Tucson Citizen,Arizona,32.2191918,-110.9673821,"220 S 5th Ave, Tucson, AZ 85701, USA",Match
Provo,http://www.harktheherald.com/,Hark The Herald,Utah,40.2348812,-111.6581944,"84604, 86 N University Ave #300, Provo, UT 84601, United States",Match
Logan,http://www.hjnews.com/,The Herald Journal,Utah,41.729154,-111.8610587,"3971, 1068 West 130 South, Logan, UT 84321, United States",Match
Hill AFB,http://www.hilltoptimes.com/,Hilltop Times,Utah,41.10968,-111.9826984,"7981 Georgia St, Hill AFB, UT 84056, USA",Match
Moab,http://www.moabtimes.com/,Moab's Times-Independent,Utah,38.5734332,-109.5500433,"35 E Center St, Moab, UT 84532, USA",Match
Morgan,http://www.themorganvalleyweekly.com/,Morgan Valley Weekly,Utah,41.034143,-111.6595831,"800 E 100 S, Morgan, UT 84050, USA",Match
Lehi,http://www.newutah.com/,New Utah,Utah,40.3916172,-111.8507662,"Lehi, UT, USA",Match
Park City,http://www.parkrecord.com/,Park Record,Utah,40.6628096,-111.4996309,"1670 Bonanza Dr # 202, Park City, UT 84060, USA",Match
Richfield,http://www.richfieldreaper.com/,The Richfield Reaper,Utah,38.7679644,-112.086122,"65 W Center St, Richfield, UT 84701, USA",Match
Salina,http://www.gtelco.net/~news/sun.htm,Salina Sun,Utah,39.0035569,-111.8697034,"168 S 300 W, Redmond, UT 84652, USA",Match
Salt Lake City,http://www.sltrib.com/,The Salt Lake Tribune,Utah,40.7677655,-111.9033929,"90 400 W #700, Salt Lake City, UT 84101, USA",Match
Weber State,http://www.wsusignpost.com/,The Signpost,Utah,41.1925272,-111.9445951,"3910 W Campus Dr, Ogden, UT 84408, USA",Match
Saint George,http://www.thespectrum.com/,The Spectrum,Utah,37.0387498,-113.5584245,"4096 E River Rd, St. George, UT 84790, USA",Partial Match
Price,http://www.sunad.com/,Sun Advocate,Utah,39.599901,-110.7961789,"845 E Main St, Price, UT 84501, USA",Match
Ogden,http://www.standard.net/,Standard-Examiner,Utah,41.2586825,-111.9912037,"332 Standard Way, Ogden, UT 84404, USA",Match
Kanab,http://www.sunews.net/,Southern Utah News ,Utah,37.0440521,-112.5239609,"245 S 200 E, Kanab, UT 84741, USA",Match
Monroe,http://www.monroemonitor.com/,The Monitor,Washington,47.856479,-121.969513,"125 E Main St, Monroe, WA 98272, USA",Match
Everett,http://www.heraldnet.com/navy/,Navy News,Washington,47.9899533,-122.218525,"2000 W Marine View Dr, Everett, WA 98201, USA",Match
Tacoma,http://www.tribnet.com/,The News Tribune,Washington,47.2400147,-122.4663387,"1950 S State St, Tacoma, WA 98405, USA",Match
Yelm,http://www.nisquallyvalleyonline.com/,Nisqually Valley News,Washington,46.9353747,-122.5924781,"B, 106 Plaza Drive Northeast #2, Yelm, WA 98597, USA",Match
Poulsbo,http://www.northkitsapherald.com/,North Kitsap Herald,Washington,47.7384882,-122.6398035,"19351 8th Ave NE Suite 205, Poulsbo, WA 98370, USA",Match
Seattle,http://www.nwasianweekly.com/,Northwest Asian Weekly/The Seattle Chinese Post,Washington,47.598852,-122.3247131,"412 Maynard Ave S, Seattle, WA 98104, USA",Match
Bothell,http://www.northshorecitizen.com/,Northshore Citizen,Washington,47.7560448,-122.2026247,"10201 E Riverside Dr, Bothell, WA 98011, USA",Match
Olympia,http://www.theolympian.com/,The Olympian,Washington,47.0378741,-122.9006951,"Olympia, WA, USA",Match
Omak,http://www.omakchronicle.com/,Omak Chronicle,Washington,48.4016516,-119.5387083,"618 Okoma Dr, Omak, WA 98841, USA",Match
Othello,http://www.othellooutlook.com/,Othello Outlook,Washington,46.8246373,-119.1738781,"125 S 1st Ave, Othello, WA 99344, USA",Match
Puyallup,http://www.puyallup-herald.com/,Puyallup Herald,Washington,47.1915787,-122.283273,"Puyallup, WA 98372, USA",Match
Port Angeles,http://www.peninsuladailynews.com/,Peninsula Daily News,Washington,48.1209628,-123.4375026,"305 W 1st St, Port Angeles, WA 98362, USA",Match
Winfield,http://www.putnampost.com/,Putnam/Cabell Post,West Virginia,38.5331448,-81.8934675,"Winfield, WV 25213, USA",Partial Match
Beckley,http://www.register-herald.com/,Register-Herald,West Virginia,37.7866543,-81.187247,"801 N Kanawha St, Beckley, WV 25801, USA",Match
Harrisville,http://www.ritchiegazette.com/,The Ritchie Gazette,West Virginia,39.20947,-81.051199,"200 E Main St, Harrisville, WV 26362, USA",Match
Charleston,http://www.statejournal.com/,State Journal,West Virginia,38.3498195,-81.6326234,"Charleston, WV, USA",Partial Match
Fairmont,http://www.timeswv.com/,Times-West Virginian,West Virginia,39.4855801,-80.1395225,"300 Quincy St, Fairmont, WV 26554, USA",Match
Weston,http://www.westondemocrat.com/,The Weston Democrat,West Virginia,39.0396457,-80.4655033,"306 Main Ave, Weston, WV 26452, USA",Match
Weirton,http://weirtondailytimes.com/,Weirton Daily Times,West Virginia,40.3653995,-80.6159063,"401 Herald Square, Steubenville, OH 43952, USA",Match
Williamson,http://www.williamsondailynews.com/,Williamson Daily News,West Virginia,37.6743225,-82.2791364,"38 W 2nd Ave, Williamson, WV 25661, USA",Match
Freeport,http://www.journalstandard.com/,The Journal-Standard,Illinois,42.2998554,-89.6217805,"50 W Douglas St, Freeport, IL 61032, USA",Match
Geneva,http://www.kcchronicle.com/,Kane County Chronicle,Illinois,41.9182653,-88.3406158,"333 Randall Rd, St. Charles, IL 60174, USA",Match
Chicago,http://www.laraza.com/,La Raza,Illinois,41.8793128,-87.6248906,"200 S Michigan Ave #1600, Chicago, IL 60604, USA",Match
Lake Zurich,http://www.pioneerlocal.com/homepage/lz/,Lake Zurich Courier,Illinois,42.1980574,-88.0684999,"25 Telser Rd, Lake Zurich, IL 60047, USA",Match
Chicago,http://www.lawndalenews.com/online.html,Lawndale News,Illinois,41.8454331,-87.7630811,"5533 W 25th St, Cicero, IL 60804, USA",Match
Oswego,http://www.ledgersentinel.com/,Ledger-Sentinel,Illinois,41.65838,-88.44593,"109 W Veterans Pkwy, Yorkville, IL 60560, USA",Partial Match
Lincoln,http://www.lincolndailynews.com/,Lincoln Daily News,Illinois,40.152778,-89.359711,"601 Keokuk St, Lincoln, IL 62656, USA",Match
Lincolnwood,http://www.pioneerlocal.com/homepage/lw/,Lincolnwood Review,Illinois,42.0044757,-87.7300594,"Lincolnwood, IL, USA",Partial Match
Libertyville,http://www.pioneerlocal.com/homepage/li/,Libertyville Review,Illinois,42.2830786,-87.9531303,"Libertyville, IL, USA",Match
Naperville,http://www.suburbanchicagonews.com/SunPub/lisle/,Lisle Sun,Illinois,41.7659713,-88.218692,"495 N Commons Dr, #120, Aurora, IL 60504, United States",Match
Lombard,http://members.aol.com/lombardian/homepage.html,Lombardian,Illinois,41.885623,-88.018671,"929 S Main St Suite 102, Lombard, IL 60148, USA",Match
Macomb,http://www.eaglepublications.com/macomb.html,Macomb Eagle,Illinois,40.4574635,-90.6703496,"210 S Randolph St A, Macomb, IL 61455, USA",Match
Macomb,http://www.macombjournal.com/,Macomb Journal,Illinois,40.4585586,-90.6720791,"26 West Side Square, Macomb, IL 61455, USA",Match
Marion,http://www.mariondaily.com/,Marion Daily Republican,Illinois,37.7330923,-88.9306371,"502 W Jackson St, Marion, IL 62959, USA",Match
Harrisburg,http://www.pa-newspaper.org/,Pennsylvania Newspaper Association,Pennsylvania,40.313497,-76.899179,"3899 N Front St, Harrisburg, PA 17110, USA",Match
Allentown,http://www.pennlive.com/allentowntimes/thisweek/,Allentown Times,Pennsylvania,40.5974087,-75.5350005,"3400 Tilghman St, Allentown, PA 18104, USA",Match
Beaver,http://www.timesonline.com/,Beaver County Times,Pennsylvania,40.7013585,-80.298681,"2306, 400, Fair Ave, Beaver, PA 15009, United States",Match
Bradford,http://www.bradfordera.com/,The Bradford Era,Pennsylvania,41.9561604,-78.6492856,"43 Main St, Bradford, PA 16701, USA",Match
Bridgeville,http://www.bridgevillestar.com/,Bridgeville Star,Pennsylvania,40.3535718,-80.1157218,"3020 Washington Pike, Bridgeville, PA 15017, USA",Match
Levittown,http://www.phillyburbs.com/couriertimes/index.shtml,Bucks County Courier Times,Pennsylvania,40.1437537,-74.8138216,"8400 Bristol Pike, Levittown, PA 19057, USA",Match
Butler,http://www.butlereagle.com/,Butler Eagle,Pennsylvania,40.8588304,-79.8960146,"114 W Diamond St, Butler, PA 16001, USA",Match
State College,http://www.centredaily.com/,Centre Daily Times,Pennsylvania,40.8347048,-77.7939113,"3400 E College Ave, State College, PA 16801, USA",Match
Oxford,http://www.chestercounty.com/,Chester County Press,Pennsylvania,39.81719,-75.874357,"144 S Jennersville Rd, West Grove, PA 19390, USA",Match
Valley View,http://www.citizenstandard.com/,Citizen Standard,Pennsylvania,40.6479809,-76.5197507,"104 W Main St, Valley View, PA 17983, USA",Match
Wilkes Barre,http://citizensvoice.com/,The Citizens Voice,Pennsylvania,41.2456848,-75.8781073,"75 N Washington St, Wilkes-Barre, PA 18701, USA",Match
Knoxville,http://www.tntoday.com/,Tennessee Press Association,Tennessee,35.924131,-84.08992,"412 N Cedar Bluff Rd, Knoxville, TN 37923, USA",Match
Sweetwater,http://www.monroe.xtn.net/,Advocate/Democrat,Tennessee,35.6009951,-84.4516838,"609 E N St, Sweetwater, TN 37874, USA",Match
Cleveland,http://www.bradleyweekly.com/,The Bradley News Weekly,Tennessee,35.189107,-84.881916,"1505 25th St NW, Cleveland, TN 37311, USA",Match
Blountville,http://www.bjournal.com/,Business Journal,Tennessee,36.5330666,-82.308718,"245 Birch St, Blountville, TN 37617, USA",Match
Morristown,http://www.citizentribune.com/,Citizen Tribune,Tennessee,36.2058015,-83.312172,"1609 W 1st N St, Morristown, TN 37814, USA",Match
Chattanooga,http://www.chattanoogan.com/,The Chattanoogan,Tennessee,35.040774,-85.3102655,"1201 Broad St, Chattanooga, TN 37402, USA",Match
Cleveland,http://www.clevelandbanner.com/,Cleveland Daily Banner,Tennessee,35.189107,-84.881916,"1505 25th St NW, Cleveland, TN 37311, USA",Match
Memphis,http://www.gomemphis.com/,The Commercial Appeal,Tennessee,35.1388917,-90.0412878,"495 Union Ave, Memphis, TN 38103, USA",Match
Crossville,http://www.crossville-chronicle.com/,Crossville Chronicle,Tennessee,35.9464898,-85.0270998,"125 West Ave, Crossville, TN 38555, USA",Match
Columbia,http://www.columbiadailyherald.com/,Daily Herald,Tennessee,35.6150716,-87.0352831,"Columbia, TN 38401, USA",Partial Match
Arlington,http://www.arlingtonnow.com/,Arlington Morning News,Texas,32.735687,-97.1080656,"Arlington, TX, USA",Partial Match
Athens,http://www.athensreview.com/,Athens Daily Review,Texas,32.2028021,-95.854638,"201 S Prairieville St, Athens, TX 75751, USA",Match
Austin,http://www.austin360.com/aas/,The Austin American-Statesman,Texas,30.2582948,-97.7438027,"305 S Congress Ave, Austin, TX 78704, USA",Match
Austin,http://austin.bcentral.com/austin/,Austin Business Journal,Texas,30.2680107,-97.7456165,"504 Lavaca St, Austin, TX 78701, USA",Match
Austin,http://www.auschron.com/,Austin Chronicle,Texas,30.296954,-97.718806,"4000 N Interstate 35 Frontage Rd, Austin, TX 78751, USA",Match
Azle,http://www.azlenews.com/site/,Azle News,Texas,32.895502,-97.547125,"321 W Main St, Azle, TX 76020, USA",Match
Bandera,http://www.banderabulletin.com/,The Bandera Bulletin,Texas,29.7310057,-99.077872,"1110 Main St, Bandera, TX 78003, USA",Match
